name	id	url	picture	biography	organization	position
Anna Groß	484		http://13.re-publica.de/files/pictures/picture-484.jpg	Linguist & cultural scientist, political educator, coach for human rights, online activist against hate speech, feminist, and coach for empowerment of underprivileged.	Amadeu Antonio Stiftung	Project consultant
Johannes Baldauf	1650				Amadeu Antonio Stiftung	
Alice Lanzke	1638		http://13.re-publica.de/files/pictures/picture-1638.jpg	Political scientist and journalist, editor for www.netz-gegen-nazis.de and project coordinator for no-nazi.net, focusing on Neonazi activities online and hate speech on the internet	Amadeu Antonio Stiftung	editor/project coordinator
Nishant Shah	1359		http://13.re-publica.de/files/pictures/picture-1359.jpg			
Irene Agrivina	1839		http://13.re-publica.de/files/pictures/picture-1839.jpg	Open systems advocate, technologist, artist and educator Irene Agrivina is a graduate of the Graphic Design faculty at the Indonesia Institute of Art (ISI), Yogyakarta, and holds a Masters of Culture and Religion Degree from Sanata Dharma University in Yogyakarta. She is one of the founding members and current directors of HONF, the Yogyakarta based new media and technology laboratory. Created in 1998 as a place of open expression, art and cultural technologies in the wake of the Indonesian "revolution", HONF aka the 'House of Natural Fiber' was born out of the social and political turmoil against the Suharto regime, its nepotism and governmental corruption. Agrivina runs HONF's 'Education Focus Programme' (EFP) which focuses on the application and practical use in daily life of collaborative, cross-disciplinary and technological actions responding to social, cultural and environmental challenges. In response to the needs of societies in development and transition, HONF and EFP apply open, collaborative and sustainable actions that systematically expand or convert accessible technologies to be used as multifunctional tools and methodologies.	HONF Foundation	Founder and Artistic Director
Lagu Stephen Samuel	1875		http://13.re-publica.de/files/pictures/picture-1875.jpg	Lagu Stephen is a medical student and film maker from Juba, South Sudan. He is founder of Kapital Movie Industry Corporation (http://www.kapitalmovie.net), a network of visionary young artists and documentarists, web developers, partly in affiliation with the University of Juba, Ministry of Communication, and South Sudan Television. As a group committed to empowering the communities they live, work and study in, Kapital Movie's focus messages are about health, conflict mitigation, capacity building, employment opportunity, the development of peaceful methods of association through the power of films and short commercials. Lagu Stephen is producing the video documentation of the recent 'MEDIA & MAKERS JUBA 2012 Open Knowledge and Sustainable Media Forum', and as such is also a member of the #OSJUBA team exploring the use and application of open systems in the development of South Sudan.	Kapital Movie Industry Corporation	President
Felipe Fonseca	1553		http://13.re-publica.de/files/pictures/picture-1553.jpg			
Anne Roth	1390		http://13.re-publica.de/files/pictures/picture-1390.jpg	Anne Roth lebt in Berlin, ist Medien- und Netzaktivistin, Bloggerin, auch Diplom-Politologin. 2001 startete sie mit vielen anderen Deutschlands erste interaktive und unabhängige Nachrichten-Website Indymedia. Als Kollateralschaden einer Terror-Fahndung begann sie 2007 über das Leben mit Überwachung zu bloggen. Weitere Themen ihres Blogs annalist: Innenpolitik, Medien, Netzpolitik, Hacktivism und Feministisches. Anne Roth ist Program Editor and Researcher beim Tactical Technology Collective, konkret im Programm Privacy and Expression.	Tactical Technology Collective	Bloggerin, Netz- und Medienaktivistin
Eugenio Tisselli	1887		http://13.re-publica.de/files/pictures/picture-1887.jpg	Eugenio Tisselli is one of the creators and coordinators of Sauti Ya Wakulima, “The Voices of the Farmers”, a collaborative knowledge base created by farmers in Chambezi, Tanzania. Gathering audiovisual evidence of their practice using smartphones to publish images and voice recordings online the projects aim to document their work, record their observations of climate changes and expand their network of social relationships. Mr Tisselli collaborated with artist Antoni Abad to design and program the mobile communication project megafone.net, holds a degree in Computer Systems Engineering from Monterrey Institute of Technology and Higher Education in Mexico and a master’s degree in Digital Arts from the UPF, is a member of the Hermeneia research group , director and lecturer on the UPF postgraduate course in Programming for the Digital Arts.	Sauti ya wakulima	
Stephen Kovats	1872		http://13.re-publica.de/files/pictures/picture-1872.jpg	Stephen Kovats is a cultural and media researcher with a background in architecture and urbanism, currently setting up r0g - the Berlin agency for open systems, cultural hacktivism and critical transformation. He was artistic director of transmediale, Berlin's festival for art and digital culture 2008 - 2011 and co-director of the McLuhan in Europe 2011 Centennial Network. Previously he curated the international program at V2_Institute for the Unstable Media, Rotterdam, and was director of the 'ostranenie' media art forum at the Bauhaus Dessau during the 1990's. His interests are focussed on the dynamic relationships between media, political, and electronic space and their application on the transformation of societal and cultural landscapes. These aims are pursued through his r0g_projects incl. Circumpolar Cultures and Technology and the #OSJUBA initiative to implement open source and cultural technologies in the establishment of the new state of South Sudan.	r0g_agency for open culture and critical transformation	founding director
Hubert Wandjo	1655		http://13.re-publica.de/files/pictures/picture-1655.jpg	Nach seinem Studium der Betriebswirtschaft an der Universität Mannheim begann Hubert Wandjo seine Laufbahn in der Musikbranche im Marketing bei CBS Schallplatten. Dort durchlief er sämtliche Marketing Stationen und avancierte zum Musikchef des Unternehmens. 1989 erhielt er zusätzlich die Verantwortung für den gesamten A&R-Bereich des Unternehmens, das zu diesem Zeitpunkt bereits unter dem Namen Sony Music firmierte. Fünf Jahre später wechselte er als stellvertretender Geschäftsführer in die Chefetage von Sony Music. 1996 kam schließlich die Ernennung zum Managing Director von Columbia; diese Position bekleidete er bis zum Sommer 1997. Im August 1997 wechselte er zu Warner Music nach Hamburg, wo er bis September 2001 als Geschäftsführer von eastwest records tätig war. Im Jahre 2002 gründete Hubert Wandjo zusammen mit Michael Herberger und Xavier Naidoo das Musiklabel Beats Around the Busch. Ab Juni 2003 wurde Hubert Wandjo zusammen mit Udo Dahmen und Dirk Metzger Geschäftsführer der Popakademie Baden-Württemberg. Nach dem Ausscheiden von Dirk Metzger übernahm er im Juni 2007 dessen Aufgaben als Business Direktor und Studiengangsleiter im Bereich Musikbusiness. Im April 2008 wurde Hubert Wandjo der Professorentitel verliehen.	Popakademie Baden-Württemberg GmbH	Geschäftsführer
Andreas Rubin-Schwarz	1671		http://13.re-publica.de/files/pictures/picture-1671.jpg	Andreas grew up in a tiny town in Southern Germany, far from influences by the outer world. Naturally he lacked a satisfying social life and needed to turn to music for comfort. Andreas went on to discover several multi-platinum award winning acts - unfortunately other people had discovered them too. Before him. However, nearly a decade later he has completed a Master's in Music Business and worked in A&R for companies such as Universal. In his free time he founded his own artist management agency before recently partnering up with Berlin based record label and management agency Humming Records.	Universal Music	Consultant A&R
Sebastian Andrej Schweizer	1578		http://13.re-publica.de/files/pictures/picture-1578.jpg		Chimperator Productions	Gründer / Geschäftsführer
Janina Klabes	1860		http://13.re-publica.de/files/pictures/picture-1860.jpg	Seit 2010 leitet Janina Klabes das Clustermanagement der Musikwirtschaft Mannheim & Region, eine EU-geförderte Wirtschaftsfördereinheit zur Stärkung des Musikwirtschafts-Standortes Mannheim. Klabes ist zudem Gastdozentin u.a. an der Popakademie Baden-Württemberg. Seit Jahren ist Klabes Teil der Band MY BABY WANTS TO EAT YOUR PUSSY und Mit-Inhaberin des Artist-Labels ASS HAMMER REC.	Clustermanagement Musikwirtschaft Mannheim und Region	Clustermanagerin
Tim Otto	1888		http://13.re-publica.de/files/pictures/picture-1888.jpg	Tim Otto leitet die Bereiche Digital Marketing & Content Strategy der Eventagentur cosmopop GmbH aus Mannheim. Er konzipiert und administriert unter anderem sämtliche Web- und Social-Media-Auftritte internationaler Festivalmarken wie Time Warp oder Love Family Park. Die Facebook-Präsenz der Time Warp baute er innerhalb weniger Monate zur größten Fanpage im deutschen Festivalmarkt aus, noch vor Mitbewerbern wie Rock am Ring oder Wacken. Derzeit widmet er sich vermehrt der synergetischen Verknüpfung diverser Communities und Content-Plattformen mit den unternehmenseigenen Webauftritten.	cosmopop	Digital Marketing & Content Strategy
Kate Darling	1014		http://13.re-publica.de/files/pictures/picture-1014.jpg	Kate Darling is an IP Research Specialist at the MIT Media Lab and a Ph.D. candidate in Intellectual Property and Law & Economics. After surviving law school, she went on to pursue her passion for innovation policy at the intersection of law and technology. Her work focuses on economic issues in copyright and patent systems. She also writes and lectures about robot ethics.	MIT	Research Specialist
Julia Hoffmann	694		http://13.re-publica.de/files/pictures/picture-694.jpg	1988 in Erfurt geboren. 2007-2013 Studium der Kommunikations- und Medienwissenschaften/Schwerpunkt Medienpädagogik in Leipzig. Interessenschwerpunkt: Partizipation durch und Identitätsarbeit mit Medien.	Code Girls	
Natalie Sontopski	346		http://13.re-publica.de/files/pictures/picture-346.jpg	Natalie (*1984) studierte zwischen 2005-2009 Soziologie und Geschichte mit dem Schwerpunkt Kultursoziologie an der Universität Konstanz. Von 2009-2012 Master-Studiengang European Studies an der Universität Leipzig. Online-Redakteurin beim Leipziger Start-Up Apptalk Im Netz zu finden mit dem eigenen Blog Endemittezwanzig.	Code Girls	Bloggerin
theresa heilmann	1077		http://13.re-publica.de/files/pictures/picture-1077.jpg	vieles studiert // Kulturwissenschaften und Soziologie abgeschlossen // nun: PR, Text, code girls		
Christine Heller	625		http://13.re-publica.de/files/pictures/picture-625.jpg	Während man mich im Netz nur als punktefrau kennt, ist mein bürgerlicher Name Christine Heller. Seit Januar 2011 blogge ich unter www.punktefrau.de und beschäftige mich mit dem digitalen Wandel und der Unternehmenskommunikation. Seit April 2013 arbeite ich bei dem Schweizer Unternehmen aizo ag als Managerin PR & Social Media.	aizo ag (digitalSTROM)	Managerin PR & Social Media
Jochen Mai	1067		http://13.re-publica.de/files/pictures/picture-1067.jpg	Social Media Manager, Blogger, Author	Karrierebibel	Social Media Evangelist
Magdalena Reiter	690		http://13.re-publica.de/files/pictures/picture-690.jpg	Magdalena Reiter hat Design in Linz und Maastricht studiert. Sie arbeitet vorwiegend in interdisziplinären Konstellationen, deren Output sich zwischen angewandter und bildender Kunst bewegt. Reiter befasst sich mit den Bedingungen für reale oder virtuelle Partizipation und hat dazu 2013 den Blog MAKE DESIGN OPEN gegründet.	MAKE DESIGN OPEN	Designerin
Peter Kirn	933		http://13.re-publica.de/files/pictures/picture-933.jpg	PETER KIRN is an American journalist, audiovisual artist, and founder/editor of createdigitalmusic.com. He is also co-creator of the open source MeeBlip synth. Building on a classical training in composition, he focuses on investigations of technologies for creation in writing, teaching, and performance.	Create Digital Media, GmbH	Editor | Electronic artist
Karsten Becker	1998		http://13.re-publica.de/files/pictures/picture-1998.jpg		Part-Time Scientists	Head of electronics
Robert Böhme	1928		http://13.re-publica.de/files/pictures/picture-1928.jpg	Informatiker und Hobby rocket scientists.	PTScientists	Team Lead / CEO
Yoani Sánchez	2117		http://13.re-publica.de/files/pictures/picture-2117.jpg	Six years ago, Yoani Sánchez started "Generación Y," the first independent blog in Cuba. Her critical look at daily life and politics on the socialist island earned the blogger international attention and she became a prominent voice of Cuban society that official media refused to cover. The 37-year-old has been honored with a number of awards, including Deutsche Welle's Bobs award. Cuban authorities refused Yoani Sánchez the right to leave the country 20 times before she was permitted to travel abroad in 2013. Her trip through Latin America, Europe and North America brings her to Berlin in May for re:publica.	Generación Y	Founder and blogger
Joachim Vranken	2047		http://13.re-publica.de/files/pictures/picture-2047.jpg	Joachim Vranken ist Vorstandssprecher von Web de Cologne e.V. und Geschäftsführer von kalaydo.de	Web de Cologne / Interactive Cologne	Vorstandssprecher
Linnea Riensberg	2010		http://13.re-publica.de/files/pictures/picture-2010.jpg	Linnea is Digitale Gesellschaft e.V.’s first official employee. Prior to that she has worked for an Italian MEP in European Parliament – fighting against ACTA and for a reform of the copyright directive. She has studied Journalism, Communication Studies and Political Philosophy in Hamburg, Bayreuth and Aarhus (Denmark) and has worked as a Project Manager and Moderator for Participation and Media Projects.	Digitale Gesellschaft e.V.	
Lavinia Steiner	2040		http://13.re-publica.de/files/pictures/picture-2040.jpg			
Ulf Buermeyer	1685		http://13.re-publica.de/files/pictures/picture-1685.jpg	Ulf studied law in Leipzig, Berlin & Paris and became judge in 2007. Since then he's been working at various courts, including the German Federal Constitutional Court in Karlsruhe where he clerked for judges Prof. Hassemer & Prof. Voßkuhle. While seconded to the Berlin Department of Justice he drafted the Code on Data Protection & Freedom of Information for Berlin's prisons. Ulf is currently judge at Berlin superior court (Landgericht) & responsible for cases involving charges with murder & manslaughter. *** Other than in criminal law & privacy Ulf is deeply interested in Computer Science & has been programming since he got a C64 at his 10th birthday. At present he codes mostly in Objective-C for iOS/Mac and builds backends in PHP. As a spare time project he develops @RepublicaApp for iOS with KicksApps GmbH, a Kassel app development startup a friend of his launched in 2011. *** Ulf is member of Digitale Gesellschaft e.V. (Digiges). With Digiges he developed a draft code that aims to limit the liability of wifi network providers in Germany ("Störerhaftung") in order to encourage citizens & businesses to open up their wifis to the public.	Digitale Gesellschaft e.V.	judge, geek, iOS dev - creator of @RepublicaApp
Leonhard Dobusch	1688		http://13.re-publica.de/files/pictures/picture-1688.jpg	Leonhard Dobusch forscht als Juniorprofessor für Organisationstheorie am Management-Department der Freien Universität Berlin u.a. zu transnationaler Urheberrechtsregulierung und dem Management digitaler Gemeinschaften. Nach Abschlüssen in Wirtschaftswissenschaft (2003) und Rechtswissenschaft (2004) an der Universität Linz promovierte er 2008 im DFG-Graduiertenkolleg „Pfade organisatorischer Prozesse“ an der Freien Universität Berlin. Danach war er als Postdoc am Max-Planck-Institut für Gesellschaftsforschung in Köln und an der FU Berlin tätig, unterbrochen durch Aufenthalte als Gastwissenschaftler an der Stanford Law School sowie dem Wissenschaftszentrum Berlin. Gemeinsam mit anderen betreibt er den Forschungsblog "governance across borders" und ist regelmäßiger Blogger bei netzpolitik.org.	Freie Universität Berlin	Juniorprofessor für Organisationstheorie
Jay Cousins	1923		http://13.re-publica.de/files/pictures/picture-1923.jpg	Maker/Hacker/Agent Provocateur/Devils Advocate	ice cairo	Catalyst
Guido Bülow	1637		http://13.re-publica.de/files/pictures/picture-1637.jpg	Guido Bülow ist seit dem 1. April 2010 Distributionsmanager beim SWR, wo er das Social Media Team in der HA SWR.Online leitet und die Social Media Aktivitäten verantwortet. Nach dem Studium der Allgemeinen Sprachwissenschaft, Wirtschaftsgeschichte und Informationswissenschaft an der Heinrich-Heine Universität Düsseldorf volontierte er von 2006 bis 2007 beim Radiosender bigFM in der Musikredaktion und arbeitete dort anschließend als Online Music Manager und als Marketing Manager. Neben dem Beruf absolviert er noch ein Studium der Wirtschaftswissenschaften an der FernUni Hagen und schreibt für sein eigenes Blog.	SWR.Online	Distributionsmanagement
Bettina Fächer	2038		http://13.re-publica.de/files/pictures/picture-2038.jpg	Entwickelt und betreut Transmedia-Projekte, Second-Screen-Anwendungen und Web-Auftritte zu fiktionalen Fernsehfilmen und -serien wie "Zeit der Helden", "Rommel", "Alpha 0.7", "Romy", "Nicht alle waren Mörder", "Stauffenberg"		SWR.Online | Redakteurin | Projektleiterin
Alexander Maximilian Otto Serrano	2049		http://13.re-publica.de/files/pictures/picture-2049.jpg	Amos (Alexander Maximilian Otto Serrano) ist Gründer und Geschäftsführer der soma-labs mit Sitz in Berlin. Er entwickelt, erzählt und inszeniert Geschichten im transmedialen Rahmen für Verlage, TV- und Filmproduktionen, werbetreibende Unternehmen und Kultureinrichtungen. Amos hat über 15 Jahre Expertise in Werbung und Marketing, zuletzt sieben Jahre lang für die vm-people GmbH, wo er unter anderem massgeblich für die Durchführung von Alternate Reality Games als Werbemassnahme für unzählige deutsche Verlage verantwortlich war.	soma-labs	CEO/Founder
Jürgen Ebenau	2468		http://13.re-publica.de/files/pictures/picture-2468.jpg	Jürgen Ebenau leitet seit Juni 2011 die Hauptabteilung SWR.Online, die u.a. die Social Media-Arbeit im Südwestrundfunk koordiniert und grosse Webspecials und Social TV- und Second Screen-Projekte wie "Rommel", "Zeit der Helden" und "Tatort plus" realisiert. Zuvor führte er den ARD-Digitalsender EinsPlus und brachte dort erste neue Formate für jüngere Zielgruppen auf den Weg.	SWR	Hauptabteilungsleiter SWR.Online
Mey Lean Kronemann	605		http://13.re-publica.de/files/pictures/picture-605.jpg	Mey Lean Kronemann is an artist from Berlin, whose special interests include swarm robotics and Open Art. Her projects have been exhibited at several international electronic-art festivals including lab.30, Piksel, LiWoLi, and were awarded by Digital Sparks (Honorary Mention for schuechterne lichter, 2008), Japan Media Arts Festival (Jury Selection Work for lumiBots, 2011), Art of Engineering (Prize award for lumiBots, 2012), and VIDA (Production Incentive for Tower of Babel, together with David Sanz Kirbis, 2013). She holds workshops and talks about topics such as Urban Hacking and emergent behaviour at universities, media art festivals, and hacker events, and has published and presented her work at international conferences (DIS 2010, Aarhus, ICRA 2011, Shanghai, technarte 2012, Bilbao). Mey has studied Interaction Design at K3 in Malmö, Sweden, and Product Design and Interface Design at Potsdam University of Applied Sciences, Germany, where she was a research fellow in 2010.	*m	artist
Christian Tjaben	725		http://13.re-publica.de/files/pictures/picture-725.jpg	Christian Tjaben is a writer / editor and radio host, living in Hamburg. He used to be a dj, clubpromoter and booking agent. Then he was co-founder and editorial manager (until 2008) of the late Style&The Family Tunes magazine, and has since written for magazines, newspapers and websites such as Groove, Intro, Berliner Zeitung, freitag.de and goethe.de. Christian hosts a weekly two-hour radio show on ByteFM, is a consultant of the Reeperbahn Festival Campus music business convention and is a regular contributor to the all2gether now (a2n) events. He spends too much time in social networks and keeps his desk and office untidy.		Music Journalist, Radio Host, Author
Oke Göttlich	2055		http://13.re-publica.de/files/pictures/picture-2055.jpg	Gründer und Geschäftsführer finetunes GmbH (digitaler Musikvertrieb), Vorstandsvorsitzender vut (Verband unabhängiger Musikunternehmen), Vorstandsmitglied Merlin (globale digitale Lizenzagentur), Beirat der Kultur- und Kreativwirtschaftsinitative, Ehemaliger tazzler, Sportjournalist, Musiklabelmacher. Content&Technology-Freund. Und am wichtigsten: FC Sankt Pauli soundsupporter	finetunes GmbH	GF
Daniel Decker	135		http://13.re-publica.de/files/pictures/picture-135.jpg	Daniel Decker betreibt seit 2009 das Blog Kotzendes Einhorn und schreibt über Liebe, Kultur & Revolution in Zeiten der Lethargie.	Einhornisten	Bekennender Einhornist
Faith Bosworth 	946		http://13.re-publica.de/files/pictures/picture-946.jpg	Faith's work focuses on the role of information and media in activism. In her extra hours, she nurtures an interest in how we create information to identify and define ourselves and to create relationships. She loves postcards. And equally hates e-cards.		
Kate Miltner	962		http://13.re-publica.de/files/pictures/picture-962.jpg	Kate Miltner is the Research Assistant for the Social Media Collective at Microsoft Research New England. She received her MSc from the London School of Economics after writing her dissertation on LOLCats, something for which she has been mocked mercilessly in the comments sections of Gawker, The Huffington Post, Mashable, Time Magazine, and the Independent. She has written about internet culture for The Guardian and The Atlantic, and co-authors "Yakkin' About The Internet", a monthly column on The Awl.	Microsoft Research New England	Research Assistant
Eric Eitel	743		http://13.re-publica.de/files/pictures/picture-743.jpg	Eric Eitel berät Tech- und Kulturprojekte bei ihrer strategischen Kommunikation mit der Aussenwelt. Eine persönliche Schwäche hat er für Web-Startups, insbesondere, wenn sie sich mit der Zukunft des Musik-Geschäfts oder Musikkultur befassen. Eric twittert obsessiv als @alias_eitel und schreibt als freier Autor für Netz- und Musikfachpublikationen. In seiner Freizeit engagiert er sich als Vorstand für den nichtkommerziellen Musik-Think-Tank all2gethernow e.V. und legt Schallplatten in Bars auf.	all2gethernow e.V.	Vorstand
Stephan Baumann	1470		http://13.re-publica.de/files/pictures/picture-1470.jpg	Stephan Baumann heads the Competence Center Computational Culture (C4) at the German Research Center for AI in Kaiserslautern and Berlin (DFKI) . He is currently engaged in research operations working on the cutting-edge in the Social Web and Recommender technology. Prior to this he did a PhD on Artificial Listening Systems at DFKI and IRCAM/Paris. In parallel he co-founded the sonicson GmbH - a startup for music recommendation engines- which was sold to Bertelsmann in 2004. His current research interests are in algorithm design for Social Network Analysis, Semantic Music Recommenders and the Post-Digital/Neo-Analog world. His research team works at the moment on realtime processing and datamining of large-scale social and sensor data.	DFKI	Head of Competence Center Computational Culture
Amélie Anglade	1473		http://13.re-publica.de/files/pictures/picture-1473.jpg	Amélie Anglade is a developer at SoundCloud. By day she researches, prototypes and implements search engines, audio recommender systems and other Music Information Retrieval algorithms. By night she volunteers at the OpenTechSchool and the Berlin Geekettes trying to get more women into programming and tech.	SoundCloud	Music Information Retrieval Engineer
Marie Heimer	1476				Spotify	Manager Label Relations
Moon Ribas	1681		http://13.re-publica.de/files/pictures/picture-1681.jpg	Moon Ribas is a Catalan contemporary choreographer and the co-founder of the Cyborg Foundation, an international organisation that aims to help people become cyborgs, defend cyborg rights and promote cyborgism as an artistic and social movement. Since 2007 Moon has been experimenting with different cybernetics devices that allow her to perceive movement with another way of perception. Her new research consists in perceiving the movement of real-time earthquakes all around the world, and then translate this new sense on the stage.	Cyborg Foundation	
Neil Harbisson	1682		http://13.re-publica.de/files/pictures/picture-1682.jpg	Neil Harbisson is a Catalan contemporary artist, composer and cyborg activist best known for his ability to hear colours and to perceive colours outside the ability of human vision. Neil was born with achromatopsia, a condition that only allowed him to see in greyscale. In 2003, he took part in the development of the eyeborg, a cybernetic eye permanently attached to his head that allows him to hear the frequencies of colours through bone conduction (including infrareds and ultraviolets). Harbisson started to feel like a cyborg, a union between his organism and cybernetics, when he started to hear colours in his dreams. Since then, he creates sonochromatic art works and performances that explore the relationship between colour and sound, and the relationship between bodies and cybernetics. In 2010 he co-founded the Cyborg Foundation with Moon Ribas, an international organization that aims to help people become cyborgs, defend cyborg rights and promote cyborgism as an artistic and social movement.	Cyborg Foundation	
Thorsten Feldmann	465		http://13.re-publica.de/files/pictures/picture-465.jpg	Rechtsanwalt, Fachanwalt für Urheber- und Medienrecht und Partner bei JBB Rechtsanwälte, Studium in Saarbrücken, Köln und Los Angeles, Referendariat in Berlin und New York; seit 2007 als Speaker auf der re:publica, seit 2009 gemeinsam mit Henning Krieg (www.kriegs-recht.de, @kriegs_recht)	JBB Rechtsanwälte	Rechtsanwalt
Henning Krieg	104		http://13.re-publica.de/files/pictures/picture-104.jpg	Henning Krieg ist Rechtsanwalt und Syndikus eines internationalen Softwarekonzerns. Er ist regelmäßig als Referent aktiv - und war auf jeder re:publica seit 2008 mit einem Workshop dabei (seit 2009 gemeinsam mit Thorsten Feldmann). Er hat zahlreiche Beiträge zum Online-, IT- und Datenschutzrecht veröffentlicht und bloggt unter www.kriegs-recht.de.		Rechtsanwalt und Syndikus
Marcel-André Casasola Merkle	443		http://13.re-publica.de/files/pictures/picture-443.jpg	Marcel-André Casasola Merkle, geboren 1977, studierte Design für audio-visuelle Medien in Köln. Er ist Spieleentwickler, Podcaster und Blogger. Auf www.137b.org und unter dem Pseudonym @zeitweise auf Twitter setzt er sich unter anderem mit Netzpolitik und dem digitalen Wandel auseinander. In seiner ersten Buch-Veröffentlichung „Smartbook“ (www.meinsmartbook.de) versucht er zusammen mit Agnes Lison das Analoge mit dem Digitalen zu versöhnen.		Spieleentwickler
Agnes Lison	444		http://13.re-publica.de/files/pictures/picture-444.jpg	Agnes Lison, geboren 1978, studierte Kommunikationsdesign und arbeitet seit 2008 als selbständige Diplom-Designerin. Ob Ausstellungsdesign, Interface-Design, Print oder Kunst: Ihre Projekte sind interdisziplinär und ihr Interesse liegt in der Schnittstelle zwischen Technik und Gestaltung. Im Web kann man diese unter www.agli-design.de finden. Zusammen mit Marcel-André Casasola Merkle veröffentlichte Sie im September 2012 ihr erstes Buch: Smartbook - ein Versuch, im allgemeinen Trend zwischen Digitalisierung und Retro, das Analoge mit dem Digitalen in Einklang zu bringen. www.meinsmartbook.de		Dipl.-Des. Kommunikationsdesignerin
Gregor Sedlag	534		http://13.re-publica.de/files/pictures/picture-534.jpg	Illustrator, Graphik Designer, Comic-Autor und Risszeichner, PHUTURAMA Science Fiction Design-Blog; conceptioneer c-base Raumstation Berlin	c-base e. V.	conceptioneer
Marco Trovatello	608		http://13.re-publica.de/files/pictures/picture-608.jpg	Work: Digital Communications and public relations for DLR German Space Aerospace Center, Germany's space agency and research centre for aeronautics and space. Private: Musician, Netlabelist (derkleinegruenewuerfel.de), Blogger, freelance journalist (Stadtrevue Köln), Creative Commons user & supporter.		Head Crossmedia, DLR German Aerospace Center
Sandra Schüssel	1564		http://13.re-publica.de/files/pictures/picture-1564.jpg	Sandra Schüssel ist verantwortlich für Produktentwicklung und -management bei der MVB, der Wirtschaftstochter des Börsenvereins des Deutschen Buchhandels. Zuvor hat sie als Media Developer und Journalistin gearbeitet. Zum Portfolio der MVB gehört das Verzeichnis lieferbarer Bücher, mit mehr als 1,5 Millionen aktiven Titeln und 1,9 archivierten Titeln das zentrale Marketing- und Rechercheinstrument der Buchbranche.	MVB Marketing und Verlagsservice des Buchhandels GmbH	Leitung Produktmanagement
Daniela Geyer	1562		http://13.re-publica.de/files/pictures/picture-1562.jpg		MVB Marketing und Verlagsservice des Buchhandels GmbH	Stellv. Leitung Produktmanagement
Linda Steglich	2091		http://13.re-publica.de/files/pictures/picture-2091.jpg		De Gruyter	eMarketing
Tobias Proksch	2093				MAIRDUMONT	Head of eCommerce
Ralf Biesemeier	2417			Ralfs Unternehmen Readbox bietet Verlagen Produkte, Dienstleistungen und individuelle Softwarelösungen bei der Herstellung, Vermarktung und dem Vertrieb von E-Books und anderen digitalen Verlagsprodukten.	readbox publishing gmbh	Geschäftsführer
Henrik Berggren	2413		http://13.re-publica.de/files/pictures/picture-2413.jpg	Henrik is a Swedish entrepreneur that relocated to Berlin to build Readmill – a digital reading platform for e-books. Readmill lets readers store all of their ebooks in one place, enjoy books in one of the best readers on iOS and share their favorite parts with friends. The company was founded in 2011 and is backed by Wellington Partners, Index Ventures & Passion Capital.	Readmill	CEO
Michał Woźniak	670		http://13.re-publica.de/files/pictures/picture-670.jpg	President of the Board of the Polish Free and Open Source Software Foundation[1]. Human rights in digital era hacktivist, Free Software advocate, privacy and anonimity evangelist; expert volunteer to the Panoptykon Foundation[2]; co-organizer of SocHack social hackathons[3]; charter member of the Warsaw Hackerspace[4]; and Telecomix[4] co-operator; biker, sailor. Formerly CTO of BRAMA Mobile Technologies Laboratory[5] at Warsaw University of Technology and a student at Philosophy Institute on Warsaw University. Speaker at several conferences, including Rightscon Rio[6] and 29C3[7], on topics ranging from civil rights in the digital era, through open education resources to FLOSS. [1] http://fwioo.pl/ [2] http://panoptykon.org/ [3] http://sochack.pl/ [4] http://telecomix.org/ [5] http://brama.elka.pw.edu.pl/ [6] https://www.rightscon.org/rio/speaker/michal-rysiek-wozniak [7] http://events.ccc.de/congress/2012/Fahrplan/events/5203.en.html	Fundacja Wolnego i Otwartego Oprogramowania	President of the Board
Constantin Alexander	199		http://13.re-publica.de/files/pictures/picture-199.jpg	Politikwissenschaftler und freier Journalist in Hannover und Leipzig, u.a. für dpa, t3n, HAZ, LVZ. Daneben Umwelt- und Eventmanager. Mitglied des Elektro-Lyrik-Projekts Beatpoeten.		journalism, sustainability, environment, poetry, art
Ninia Binias	246		http://13.re-publica.de/files/pictures/picture-246.jpg	Ninia LaGrande lebt und arbeitet in Hannover. Tagsüber verdient sie ihr Geld als Social Media Managerin und abends tobt sie sich auf den Bühnen des Landes als Poetry Slammerin aus. Ninia bloggt, schreibt und moderiert.	papagei.tv GmbH	Social Media Managerin
Caspar Clemens Mierau	76		http://13.re-publica.de/files/pictures/picture-76.jpg	Caspar Clemens Mierau, Jahrgang 1978, ist einer der wenigen gebürtigen Berliner. Er hat Medienkultur an der Bauhaus-Universität Weimar studiert, wo er 2008 mit einer medienarchäologischen Arbeit zur Programmierten Textverarbeitung der 1970er Jahre abschloss. Seit 2010 arbeitet er an einer Dissertation über die Geschichte von Entwicklungsumgebungen. Er schreibt seit mehreren Jahren unregelmäßig in seinem Blog leitmedium.de und beschäftigt sich derzeit insbesondere mit “Post Privacy”. In den letzten Jahren erschienen Artikel unter anderem bei Golem, Berliner Gazette, Telepolis. 2012 veröffentlichte er den Text "There is no Hardware. Reanimation durch Emulation" im Sammelband "Re-Animationen" (böhlau). Seit August 2012 betreibt er das Blog popcornpiraten.de		
Sebastian Vollnhals	144		http://13.re-publica.de/files/pictures/picture-144.jpg	poly & queer hacker, feminist sidekick. wandering about in berlin and wear pink hair.		<3
Julian Finn	1382		http://13.re-publica.de/files/pictures/picture-1382.jpg	To follow...		
